"cause_name","sex","age","deaths"
"Paralytic ileus and intestinal obstruction","Male","Under 5",561.52806090355
"Parkinson disease","Female","20 to 24",6.364139295578
"Parkinson disease","Female","25 to 29",6.1519465489984
"Parkinson disease","Female","30 to 34",5.2277172156572
"Parkinson disease","Female","35 to 39",4.8289328855276
"Parkinson disease","Female","40 to 44",4.1104014790356
"Parkinson disease","Female","45 to 49",3.8741414794922
"Parkinson disease","Female","50 to 54",3.6638570556045
"Parkinson disease","Female","55 to 59",3.8834772630632
"Parkinson disease","Female","60 to 64",2.7943275698423
"Parkinson disease","Female","65 to 69",4.9230825941563
"Parkinson disease","Female","70 to 74",130.52609649849
"Parkinson disease","Female","75 to 79",553.00850317001
"Parkinson disease","Female","80 plus",461.93080513001
"Parkinson disease","Male","20 to 24",8.1239202049673
"Parkinson disease","Male","25 to 29",7.5134059537649
"Parkinson disease","Male","30 to 34",6.3370787237287
"Parkinson disease","Male","35 to 39",5.8638114208579
"Parkinson disease","Male","40 to 44",5.2016396614909
"Parkinson disease","Male","45 to 49",5.3712428948283
"Parkinson disease","Male","50 to 54",3.824453381598
"Parkinson disease","Male","55 to 59",3.5133438645303
"Parkinson disease","Male","60 to 64",2.761534687683
"Parkinson disease","Male","65 to 69",2.5139077031091
"Parkinson disease","Male","70 to 74",46.196902373075
"Parkinson disease","Male","75 to 79",2.4525702388361
"Parkinson disease","Male","80 plus",139.68044329882
"Peptic ulcer disease","Female","10 to 14",330.15579639196
"Peptic ulcer disease","Female","15 to 19",480.37293338013
"Peptic ulcer disease","Female","20 to 24",505.61354745388
"Peptic ulcer disease","Female","25 to 29",513.11538112545
"Peptic ulcer disease","Female","30 to 34",579.42727813911
"Peptic ulcer disease","Female","35 to 39",752.92762729836
"Peptic ulcer disease","Female","40 to 44",1124.1446997147
"Peptic ulcer disease","Female","45 to 49",1557.6460896454
"Peptic ulcer disease","Female","5 to 9",201.26765448308
"Peptic ulcer disease","Female","50 to 54",2852.1031625519
"Peptic ulcer disease","Female","55 to 59",2639.3137697525
"Peptic ulcer disease","Female","60 to 64",2959.7625470581
"Peptic ulcer disease","Female","65 to 69",4582.8959921875
"Peptic ulcer disease","Female","70 to 74",3805.7278461304
"Peptic ulcer disease","Female","75 to 79",4423.2845866394
"Peptic ulcer disease","Female","80 plus",8866.7392468262
"Peptic ulcer disease","Female","Under 5",88.22691112411
"Peptic ulcer disease","Male","10 to 14",285.73316006517
"Peptic ulcer disease","Male","15 to 19",621.91503459168
"Peptic ulcer disease","Male","20 to 24",1531.2839914188
"Peptic ulcer disease","Male","25 to 29",1559.1656750221
"Peptic ulcer disease","Male","30 to 34",2768.8761427612
"Peptic ulcer disease","Male","35 to 39",2938.9748454285
"Peptic ulcer disease","Male","40 to 44",3365.0890367966
"Peptic ulcer disease","Male","45 to 49",4529.0020140381
"Peptic ulcer disease","Male","5 to 9",140.10954988861
"Peptic ulcer disease","Male","50 to 54",6372.1880103455
"Peptic ulcer disease","Male","55 to 59",6267.3031760864
"Peptic ulcer disease","Male","60 to 64",6479.6925019531
"Peptic ulcer disease","Male","65 to 69",7089.3646722412
"Peptic ulcer disease","Male","70 to 74",6535.370442627
"Peptic ulcer disease","Male","75 to 79",6329.1090719605
"Peptic ulcer disease","Male","80 plus",8124.2764620056
"Peptic ulcer disease","Male","Under 5",78.074698721528
"Peripheral vascular disease","Female","40 to 44",6.3361802624464
"Peripheral vascular disease","Female","45 to 49",7.3905907591581
"Peripheral vascular disease","Female","50 to 54",14.225987526298
"Peripheral vascular disease","Female","55 to 59",21.449647872806
"Peripheral vascular disease","Female","60 to 64",35.942185883999
"Peripheral vascular disease","Female","65 to 69",43.47107193017
"Peripheral vascular disease","Female","70 to 74",64.701700209618
"Peripheral vascular disease","Female","75 to 79",87.103597381592
"Peripheral vascular disease","Female","80 plus",233.78411424828
"Peripheral vascular disease","Male","40 to 44",10.457690908432
"Peripheral vascular disease","Male","45 to 49",14.451573563814
"Peripheral vascular disease","Male","50 to 54",25.270892772436
"Peripheral vascular disease","Male","55 to 59",38.474308037996
"Peripheral vascular disease","Male","60 to 64",51.631831756115
"Peripheral vascular disease","Male","65 to 69",60.404927671432
"Peripheral vascular disease","Male","70 to 74",77.490322573185
"Peripheral vascular disease","Male","75 to 79",75.214241015911
"Peripheral vascular disease","Male","80 plus",142.53097546673
"Pneumoconiosis","Female","10 to 14",9.3583568270206
"Pneumoconiosis","Female","15 to 19",281.17372820473
"Pneumoconiosis","Female","20 to 24",419.32475096512
"Pneumoconiosis","Female","25 to 29",422.89163941574
"Pneumoconiosis","Female","30 to 34",456.76572543907
"Pneumoconiosis","Female","35 to 39",756.43686398316
"Pneumoconiosis","Female","40 to 44",950.65680316925
"Pneumoconiosis","Female","45 to 49",1898.5814353485
"Pneumoconiosis","Female","5 to 9",10.189729315639
"Pneumoconiosis","Female","50 to 54",4918.6707474823
"Pneumoconiosis","Female","55 to 59",8539.9582807313
"Pneumoconiosis","Female","60 to 64",12270.584079651
"Pneumoconiosis","Female","65 to 69",14248.743070953
"Pneumoconiosis","Female","70 to 74",15500.9973909
"Pneumoconiosis","Female","75 to 79",14765.299751221
"Pneumoconiosis","Female","80 plus",27690.733166321
"Pneumoconiosis","Female","Under 5",4.5742107520103
"Pneumoconiosis","Male","10 to 14",21.462623339295
"Pneumoconiosis","Male","15 to 19",277.396185606
"Pneumoconiosis","Male","20 to 24",656.47631923294
"Pneumoconiosis","Male","25 to 29",839.6725359993
"Pneumoconiosis","Male","30 to 34",714.80014990997
"Pneumoconiosis","Male","35 to 39",1282.4385259476
"Pneumoconiosis","Male","40 to 44",1550.7547452927
"Pneumoconiosis","Male","45 to 49",2666.8384441986
"Pneumoconiosis","Male","5 to 9",29.632208193839
"Pneumoconiosis","Male","50 to 54",5230.7730690308
"Pneumoconiosis","Male","55 to 59",9987.6186307984
"Pneumoconiosis","Male","60 to 64",12490.14376294
"Pneumoconiosis","Male","65 to 69",15041.624445862
"Pneumoconiosis","Male","70 to 74",11718.453982239
"Pneumoconiosis","Male","75 to 79",10856.849383545
"Pneumoconiosis","Male","80 plus",15438.904533814
"Pneumoconiosis","Male","Under 5",15.085885300726
"Poisonings","Female","10 to 14",112.53526455784
"Poisonings","Female","15 to 19",508.85575448751
"Poisonings","Female","20 to 24",499.54072266102
"Poisonings","Female","25 to 29",447.24300769305
"Poisonings","Female","30 to 34",358.01826444912
"Poisonings","Female","35 to 39",300.28760429859
"Poisonings","Female","40 to 44",289.69279149199
"Poisonings","Female","45 to 49",294.4288014679
"Poisonings","Female","5 to 9",96.492859708905
"Poisonings","Female","50 to 54",267.52828037381
"Poisonings","Female","55 to 59",263.73685174084
"Poisonings","Female","60 to 64",253.10606196952
"Poisonings","Female","65 to 69",263.59397424424
"Poisonings","Female","70 to 74",299.47051397181
"Poisonings","Female","75 to 79",224.77295133847
"Poisonings","Female","80 plus",294.753362192
"Poisonings","Female","Under 5",219.63994232061
"Poisonings","Male","10 to 14",114.29066190529
"Poisonings","Male","15 to 19",629.33001842022
"Poisonings","Male","20 to 24",1123.8332938452
"Poisonings","Male","25 to 29",1092.806072093
"Poisonings","Male","30 to 34",1222.3892824593
"Poisonings","Male","35 to 39",964.64561151028
"Poisonings","Male","40 to 44",811.55636633492
"Poisonings","Male","45 to 49",783.43326101017
"Poisonings","Male","5 to 9",128.87393883181
"Poisonings","Male","50 to 54",753.27346546173
"Poisonings","Male","55 to 59",604.55283311248
"Poisonings","Male","60 to 64",515.38095921612
"Poisonings","Male","65 to 69",394.7931535759
"Poisonings","Male","70 to 74",557.72217343736
"Poisonings","Male","75 to 79",246.04337276542
"Poisonings","Male","80 plus",289.8726741491
"Poisonings","Male","Under 5",344.50509893431
"Preterm birth complications","Female","10 to 14",NA
"Preterm birth complications","Female","15 to 19",NA
"Preterm birth complications","Female","20 to 24",NA
"Preterm birth complications","Female","25 to 29",NA
"Preterm birth complications","Female","30 to 34",NA
"Preterm birth complications","Female","35 to 39",NA
"Preterm birth complications","Female","40 to 44",NA
"Preterm birth complications","Female","45 to 49",NA
"Preterm birth complications","Female","5 to 9",NA
"Preterm birth complications","Female","50 to 54",NA
"Preterm birth complications","Female","55 to 59",NA
"Preterm birth complications","Female","60 to 64",NA
"Preterm birth complications","Female","65 to 69",NA
"Preterm birth complications","Female","70 to 74",NA
"Preterm birth complications","Female","75 to 79",NA
"Preterm birth complications","Female","80 plus",NA
"Preterm birth complications","Female","Under 5",98032.481438085
"Preterm birth complications","Male","10 to 14",NA
"Preterm birth complications","Male","15 to 19",NA
"Preterm birth complications","Male","20 to 24",NA
"Preterm birth complications","Male","25 to 29",NA
"Preterm birth complications","Male","30 to 34",NA
"Preterm birth complications","Male","35 to 39",NA
"Preterm birth complications","Male","40 to 44",NA
"Preterm birth complications","Male","45 to 49",NA
"Preterm birth complications","Male","5 to 9",NA
"Preterm birth complications","Male","50 to 54",NA
"Preterm birth complications","Male","55 to 59",NA
"Preterm birth complications","Male","60 to 64",NA
"Preterm birth complications","Male","65 to 69",NA
"Preterm birth complications","Male","70 to 74",NA
"Preterm birth complications","Male","75 to 79",NA
"Preterm birth complications","Male","80 plus",NA
"Preterm birth complications","Male","Under 5",113075.51073156
"Prostate cancer","Male","15 to 19",7.3833300285339
"Prostate cancer","Male","20 to 24",7.7127723457813
"Prostate cancer","Male","25 to 29",8.2855476823449
"Prostate cancer","Male","30 to 34",8.7237484939098
"Prostate cancer","Male","35 to 39",8.3683478857875
"Prostate cancer","Male","40 to 44",14.691143395066
"Prostate cancer","Male","45 to 49",16.824312809229
"Prostate cancer","Male","50 to 54",67.14069032979
"Prostate cancer","Male","55 to 59",149.98605069351
"Prostate cancer","Male","60 to 64",321.78264964294
"Prostate cancer","Male","65 to 69",465.40368396759
"Prostate cancer","Male","70 to 74",949.96398309326
"Prostate cancer","Male","75 to 79",1150.0343635712
"Prostate cancer","Male","80 plus",1893.8695129089
"Protein-energy malnutrition","Female","10 to 14",640.2065015831
"Protein-energy malnutrition","Female","15 to 19",888.42128310204
"Protein-energy malnutrition","Female","20 to 24",1551.9635221005
"Protein-energy malnutrition","Female","25 to 29",1172.0922732372
"Protein-energy malnutrition","Female","30 to 34",1013.0358021126
"Protein-energy malnutrition","Female","35 to 39",1223.978279789
"Protein-energy malnutrition","Female","40 to 44",211.42945782208
"Protein-energy malnutrition","Female","45 to 49",203.59604135013
"Protein-energy malnutrition","Female","5 to 9",1118.1700566635
"Protein-energy malnutrition","Female","50 to 54",361.89419621754
"Protein-energy malnutrition","Female","55 to 59",280.53587327862
"Protein-energy malnutrition","Female","60 to 64",1698.3915000496
"Protein-energy malnutrition","Female","65 to 69",2933.4397471199
"Protein-energy malnutrition","Female","70 to 74",6242.4637619553
"Protein-energy malnutrition","Female","75 to 79",5723.6772080536
"Protein-energy malnutrition","Female","80 plus",15708.330076004
"Protein-energy malnutrition","Female","Under 5",10982.877228241
"Protein-energy malnutrition","Male","10 to 14",526.92504795074
"Protein-energy malnutrition","Male","15 to 19",676.83067075729
"Protein-energy malnutrition","Male","20 to 24",593.48978126526
"Protein-energy malnutrition","Male","25 to 29",1316.0230060959
"Protein-energy malnutrition","Male","30 to 34",1545.861181633
"Protein-energy malnutrition","Male","35 to 39",1403.5981407394
"Protein-energy malnutrition","Male","40 to 44",561.72913475227
"Protein-energy malnutrition","Male","45 to 49",524.1143547411
"Protein-energy malnutrition","Male","5 to 9",829.59702986527
"Protein-energy malnutrition","Male","50 to 54",1275.2313865471
"Protein-energy malnutrition","Male","55 to 59",1107.1176489458
"Protein-energy malnutrition","Male","60 to 64",4544.5466172638
"Protein-energy malnutrition","Male","65 to 69",3940.0128251343
"Protein-energy malnutrition","Male","70 to 74",5285.0375117035
"Protein-energy malnutrition","Male","75 to 79",6569.8061637421
"Protein-energy malnutrition","Male","80 plus",13815.584245514
"Protein-energy malnutrition","Male","Under 5",8500.4066485253
"Rabies","Female","10 to 14",328.5789659996
"Rabies","Female","15 to 19",205.60193916702
"Rabies","Female","20 to 24",202.80944776392
"Rabies","Female","25 to 29",143.54886452293
"Rabies","Female","30 to 34",229.6603013382
"Rabies","Female","35 to 39",202.48094743729
"Rabies","Female","40 to 44",233.63221356297
"Rabies","Female","45 to 49",292.12333826065
"Rabies","Female","5 to 9",470.06578181839
"Rabies","Female","50 to 54",324.8961417551
"Rabies","Female","55 to 59",287.97409490395
"Rabies","Female","60 to 64",558.16941996193
"Rabies","Female","65 to 69",344.67125148773
"Rabies","Female","70 to 74",273.63565708828
"Rabies","Female","75 to 79",165.3243447876
"Rabies","Female","80 plus",94.261771436691
"Rabies","Female","Under 5",429.29512584519
"Rabies","Male","10 to 14",758.62282203674
"Rabies","Male","15 to 19",425.79275720787
"Rabies","Male","20 to 24",321.9802130928
"Rabies","Male","25 to 29",270.80446925354
"Rabies","Male","30 to 34",286.85586615753
"Rabies","Male","35 to 39",466.90349780846
"Rabies","Male","40 to 44",466.3764239521
"Rabies","Male","45 to 49",515.31666545105
"Rabies","Male","5 to 9",891.2170306015
"Rabies","Male","50 to 54",518.72803223419
"Rabies","Male","55 to 59",658.11147082138
"Rabies","Male","60 to 64",549.21347820091
"Rabies","Male","65 to 69",294.72431765556
"Rabies","Male","70 to 74",310.09434683609
"Rabies","Male","75 to 79",220.67123997021
"Rabies","Male","80 plus",108.37761143494
"Rabies","Male","Under 5",498.2347000674
"Rheumatic heart disease","Female","10 to 14",716.65888710785
"Rheumatic heart disease","Female","15 to 19",1140.30930439
"Rheumatic heart disease","Female","20 to 24",1349.7289434052
"Rheumatic heart disease","Female","25 to 29",1499.758562851
"Rheumatic heart disease","Female","30 to 34",1684.7489545441
"Rheumatic heart disease","Female","35 to 39",1962.7051808624
"Rheumatic heart disease","Female","40 to 44",2630.9480594177
"Rheumatic heart disease","Female","45 to 49",3061.9155172882
"Rheumatic heart disease","Female","5 to 9",371.49620869827
"Rheumatic heart disease","Female","50 to 54",3974.3973501434
"Rheumatic heart disease","Female","55 to 59",4171.9758048554
"Rheumatic heart disease","Female","60 to 64",4819.1474639282
"Rheumatic heart disease","Female","65 to 69",4715.1447038879
"Rheumatic heart disease","Female","70 to 74",4930.1663375855
"Rheumatic heart disease","Female","75 to 79",3885.1121572571
"Rheumatic heart disease","Female","80 plus",4524.2940470581
"Rheumatic heart disease","Female","Under 5",377.61637059689
"Rheumatic heart disease","Male","10 to 14",684.08190009308
"Rheumatic heart disease","Male","15 to 19",1271.0434174728
"Rheumatic heart disease","Male","20 to 24",1543.9507346878
"Rheumatic heart disease","Male","25 to 29",1665.8936197281
"Rheumatic heart disease","Male","30 to 34",1938.0255802383
"Rheumatic heart disease","Male","35 to 39",2361.4091243134
"Rheumatic heart disease","Male","40 to 44",2629.8634025116
"Rheumatic heart disease","Male","45 to 49",2903.9067108383
"Rheumatic heart disease","Male","5 to 9",240.5090935936
"Rheumatic heart disease","Male","50 to 54",3679.3415353699
"Rheumatic heart disease","Male","55 to 59",4084.5661193543
"Rheumatic heart disease","Male","60 to 64",4414.6708132935
"Rheumatic heart disease","Male","65 to 69",4133.0360514679
"Rheumatic heart disease","Male","70 to 74",3867.2181311493
"Rheumatic heart disease","Male","75 to 79",3022.5512934799
"Rheumatic heart disease","Male","80 plus",3377.2358726959
"Rheumatic heart disease","Male","Under 5",308.06707732391
"Rheumatoid arthritis","Female","10 to 14",37.705387642633
"Rheumatoid arthritis","Female","15 to 19",22.97697970647
"Rheumatoid arthritis","Female","20 to 24",31.249464185532
"Rheumatoid arthritis","Female","25 to 29",62.569225863174
"Rheumatoid arthritis","Female","30 to 34",51.392363919705
"Rheumatoid arthritis","Female","35 to 39",151.29485040629
"Rheumatoid arthritis","Female","40 to 44",102.32739527476
"Rheumatoid arthritis","Female","45 to 49",141.29628336799
"Rheumatoid arthritis","Female","5 to 9",49.204056074768
"Rheumatoid arthritis","Female","50 to 54",247.29793460536
"Rheumatoid arthritis","Female","55 to 59",467.48480826473
"Rheumatoid arthritis","Female","60 to 64",479.91851943302
"Rheumatoid arthritis","Female","65 to 69",380.37229504681
"Rheumatoid arthritis","Female","70 to 74",567.14365374851
"Rheumatoid arthritis","Female","75 to 79",600.2839233532
"Rheumatoid arthritis","Female","80 plus",355.39941535187
"Rheumatoid arthritis","Male","10 to 14",28.921642056741
"Rheumatoid arthritis","Male","15 to 19",53.026445919886
"Rheumatoid arthritis","Male","20 to 24",32.880094593026
"Rheumatoid arthritis","Male","25 to 29",54.436494337075
"Rheumatoid arthritis","Male","30 to 34",53.516167760521
"Rheumatoid arthritis","Male","35 to 39",124.68402505229
"Rheumatoid arthritis","Male","40 to 44",257.01580155587
"Rheumatoid arthritis","Male","45 to 49",169.05420394132
"Rheumatoid arthritis","Male","5 to 9",86.824878779456
"Rheumatoid arthritis","Male","50 to 54",400.40409225965
"Rheumatoid arthritis","Male","55 to 59",868.41305975795
"Rheumatoid arthritis","Male","60 to 64",656.68943070984
"Rheumatoid arthritis","Male","65 to 69",471.47584043038
"Rheumatoid arthritis","Male","70 to 74",390.17528563738
"Rheumatoid arthritis","Male","75 to 79",146.01281733322
"Rheumatoid arthritis","Male","80 plus",148.20096834803
"Road injuries","Female","10 to 14",1368.6171275406
"Road injuries","Female","15 to 19",2604.9375657806
"Road injuries","Female","20 to 24",3639.281499054
"Road injuries","Female","25 to 29",3326.4268618317
"Road injuries","Female","30 to 34",2473.867320343
"Road injuries","Female","35 to 39",2756.0552854919
"Road injuries","Female","40 to 44",2939.3358500671
"Road injuries","Female","45 to 49",4148.4264365845
"Road injuries","Female","5 to 9",1429.8536769714
"Road injuries","Female","50 to 54",3944.1217938232
"Road injuries","Female","55 to 59",4839.2684258423
"Road injuries","Female","60 to 64",5679.9886075439
"Road injuries","Female","65 to 69",6232.7298284302
"Road injuries","Female","70 to 74",5788.8401542969
"Road injuries","Female","75 to 79",5126.6312279968
"Road injuries","Female","80 plus",5748.5111997681
"Road injuries","Female","Under 5",2640.3843550982
"Road injuries","Male","10 to 14",2662.6184263611
"Road injuries","Male","15 to 19",10874.052234497
"Road injuries","Male","20 to 24",20019.1501521
"Road injuries","Male","25 to 29",22428.101494629
"Road injuries","Male","30 to 34",16290.012349365
"Road injuries","Male","35 to 39",18348.927768799
"Road injuries","Male","40 to 44",16317.740609375
"Road injuries","Male","45 to 49",15913.148974609
"Road injuries","Male","5 to 9",2376.2195421143
"Road injuries","Male","50 to 54",13388.268667969
"Road injuries","Male","55 to 59",12936.958325684
"Road injuries","Male","60 to 64",10771.024481567
"Road injuries","Male","65 to 69",9277.5105596924
"Road injuries","Male","70 to 74",8938.1393106689
"Road injuries","Male","75 to 79",7913.9291895752
"Road injuries","Male","80 plus",8089.1468138428
"Road injuries","Male","Under 5",3115.8112633495
"Schizophrenia","Female","10 to 14",NA
"Schizophrenia","Female","15 to 19",NA
"Schizophrenia","Female","20 to 24",NA
"Schizophrenia","Female","25 to 29",16.839121884942
"Schizophrenia","Female","30 to 34",17.68700530833
"Schizophrenia","Female","35 to 39",24.765349071324
"Schizophrenia","Female","40 to 44",27.572380604863
"Schizophrenia","Female","45 to 49",33.547480345726
"Schizophrenia","Female","50 to 54",33.872573622942
"Schizophrenia","Female","55 to 59",49.96486203146
"Schizophrenia","Female","60 to 64",53.675764964104
"Schizophrenia","Female","65 to 69",36.724195532262
"Schizophrenia","Female","70 to 74",49.198068173647
"Schizophrenia","Female","75 to 79",38.5377879107
"Schizophrenia","Female","80 plus",49.524865494967
"Schizophrenia","Male","10 to 14",NA
"Schizophrenia","Male","15 to 19",NA
"Schizophrenia","Male","20 to 24",NA
"Schizophrenia","Male","25 to 29",28.122065342546
"Schizophrenia","Male","30 to 34",37.161269860029
"Schizophrenia","Male","35 to 39",39.737602771521
"Schizophrenia","Male","40 to 44",39.203532307386
"Schizophrenia","Male","45 to 49",58.823846574545
"Schizophrenia","Male","50 to 54",62.067144785881
"Schizophrenia","Male","55 to 59",62.95267097187
"Schizophrenia","Male","60 to 64",53.939909677148
"Schizophrenia","Male","65 to 69",50.694655872703
"Schizophrenia","Male","70 to 74",43.202338380575
"Schizophrenia","Male","75 to 79",32.151113494158
"Schizophrenia","Male","80 plus",33.339517526269
"Self-harm","Female","10 to 14",2021.2444789581
"Self-harm","Female","15 to 19",14668.069092407
"Self-harm","Female","20 to 24",16124.695718659
"Self-harm","Female","25 to 29",11134.046121216
"Self-harm","Female","30 to 34",8357.6686493836
"Self-harm","Female","35 to 39",6462.8697906189
"Self-harm","Female","40 to 44",5926.5508357544
"Self-harm","Female","45 to 49",5560.8170516663
"Self-harm","Female","50 to 54",5239.2298094482
"Self-harm","Female","55 to 59",4859.5970542145
"Self-harm","Female","60 to 64",5723.5042281494
"Self-harm","Female","65 to 69",5186.8070220642
"Self-harm","Female","70 to 74",3324.0823485413
"Self-harm","Female","75 to 79",2476.2138564758
"Self-harm","Female","80 plus",3235.9854508972
"Self-harm","Male","10 to 14",1572.5439167061
"Self-harm","Male","15 to 19",9079.4742268982
"Self-harm","Male","20 to 24",19492.860695862
"Self-harm","Male","25 to 29",18550.121848938
"Self-harm","Male","30 to 34",17538.32902533
"Self-harm","Male","35 to 39",14726.830118164
"Self-harm","Male","40 to 44",15113.822107056
"Self-harm","Male","45 to 49",12477.963023682
"Self-harm","Male","50 to 54",13051.188627564
"Self-harm","Male","55 to 59",11904.895059448
"Self-harm","Male","60 to 64",10155.707359497
"Self-harm","Male","65 to 69",7219.8794503479
"Self-harm","Male","70 to 74",5329.5408712921
"Self-harm","Male","75 to 79",4500.7041443024
"Self-harm","Male","80 plus",4260.009550293
"Sense organ diseases","Female","10 to 14",NA
"Sense organ diseases","Female","15 to 19",NA
"Sense organ diseases","Female","20 to 24",NA
"Sense organ diseases","Female","25 to 29",NA
"Sense organ diseases","Female","30 to 34",NA
"Sense organ diseases","Female","35 to 39",NA
"Sense organ diseases","Female","40 to 44",NA
"Sense organ diseases","Female","45 to 49",NA
"Sense organ diseases","Female","5 to 9",NA
"Sense organ diseases","Female","50 to 54",NA
"Sense organ diseases","Female","55 to 59",NA
"Sense organ diseases","Female","60 to 64",NA
"Sense organ diseases","Female","65 to 69",NA
"Sense organ diseases","Female","70 to 74",NA
"Sense organ diseases","Female","75 to 79",NA
"Sense organ diseases","Female","80 plus",NA
"Sense organ diseases","Female","Under 5",NA
"Sense organ diseases","Male","10 to 14",NA
"Sense organ diseases","Male","15 to 19",NA
"Sense organ diseases","Male","20 to 24",NA
"Sense organ diseases","Male","25 to 29",NA
"Sense organ diseases","Male","30 to 34",NA
"Sense organ diseases","Male","35 to 39",NA
"Sense organ diseases","Male","40 to 44",NA
"Sense organ diseases","Male","45 to 49",NA
"Sense organ diseases","Male","5 to 9",NA
"Sense organ diseases","Male","50 to 54",NA
"Sense organ diseases","Male","55 to 59",NA
"Sense organ diseases","Male","60 to 64",NA
"Sense organ diseases","Male","65 to 69",NA
"Sense organ diseases","Male","70 to 74",NA
"Sense organ diseases","Male","75 to 79",NA
"Sense organ diseases","Male","80 plus",NA
"Sense organ diseases","Male","Under 5",NA
"Sexually transmitted diseases excluding HIV","Female","10 to 14",29.02296842289
"Sexually transmitted diseases excluding HIV","Female","15 to 19",53.565655909538
"Sexually transmitted diseases excluding HIV","Female","20 to 24",67.076247819424
"Sexually transmitted diseases excluding HIV","Female","25 to 29",76.573665235043
"Sexually transmitted diseases excluding HIV","Female","30 to 34",52.790740229368
"Sexually transmitted diseases excluding HIV","Female","35 to 39",53.310690681696
"Sexually transmitted diseases excluding HIV","Female","40 to 44",62.741634157896
"Sexually transmitted diseases excluding HIV","Female","45 to 49",134.06896004725
"Sexually transmitted diseases excluding HIV","Female","5 to 9",857.03306059335
"Sexually transmitted diseases excluding HIV","Female","50 to 54",149.41957713783
"Sexually transmitted diseases excluding HIV","Female","55 to 59",190.73911467052
"Sexually transmitted diseases excluding HIV","Female","60 to 64",130.40553504872
"Sexually transmitted diseases excluding HIV","Female","65 to 69",131.03752667999
"Sexually transmitted diseases excluding HIV","Female","70 to 74",1195.0658786964
"Sexually transmitted diseases excluding HIV","Female","75 to 79",254.82260046387
"Sexually transmitted diseases excluding HIV","Female","80 plus",335.76824776459
"Sexually transmitted diseases excluding HIV","Female","Under 5",12070.871089003
"Sexually transmitted diseases excluding HIV","Male","10 to 14",14.894975765347
"Sexually transmitted diseases excluding HIV","Male","15 to 19",45.420398357034
"Sexually transmitted diseases excluding HIV","Male","20 to 24",30.561732822061
"Sexually transmitted diseases excluding HIV","Male","25 to 29",65.985598762274
"Sexually transmitted diseases excluding HIV","Male","30 to 34",54.921008483887
"Sexually transmitted diseases excluding HIV","Male","35 to 39",44.974146981239
"Sexually transmitted diseases excluding HIV","Male","40 to 44",82.321384414196
"Sexually transmitted diseases excluding HIV","Male","45 to 49",88.910368943691
"Sexually transmitted diseases excluding HIV","Male","5 to 9",701.87011312284
"Sexually transmitted diseases excluding HIV","Male","50 to 54",102.52568050718
"Sexually transmitted diseases excluding HIV","Male","55 to 59",98.76387163353
"Sexually transmitted diseases excluding HIV","Male","60 to 64",47.865578529835
"Sexually transmitted diseases excluding HIV","Male","65 to 69",47.12832917738
"Sexually transmitted diseases excluding HIV","Male","70 to 74",56.421676627874
"Sexually transmitted diseases excluding HIV","Male","75 to 79",72.234992331743
"Sexually transmitted diseases excluding HIV","Male","80 plus",81.70232094574
"Sexually transmitted diseases excluding HIV","Male","Under 5",10801.700598916
"Skin and subcutaneous diseases","Female","10 to 14",38.693601353168
"Skin and subcutaneous diseases","Female","15 to 19",70.142607276917
"Skin and subcutaneous diseases","Female","20 to 24",88.306255262375
"Skin and subcutaneous diseases","Female","25 to 29",97.036799243927
"Skin and subcutaneous diseases","Female","30 to 34",75.641132235527
"Skin and subcutaneous diseases","Female","35 to 39",119.92696373272
"Skin and subcutaneous diseases","Female","40 to 44",108.24627460957
"Skin and subcutaneous diseases","Female","45 to 49",166.63902453995
"Skin and subcutaneous diseases","Female","5 to 9",49.206887878895
"Skin and subcutaneous diseases","Female","50 to 54",194.46721624947
"Skin and subcutaneous diseases","Female","55 to 59",333.39979528809
"Skin and subcutaneous diseases","Female","60 to 64",435.26050849915
"Skin and subcutaneous diseases","Female","65 to 69",931.80506075287
"Skin and subcutaneous diseases","Female","70 to 74",607.28547838593
"Skin and subcutaneous diseases","Female","75 to 79",666.16199823761
"Skin and subcutaneous diseases","Female","80 plus",1896.9785723572
"Skin and subcutaneous diseases","Female","Under 5",619.58623453045
"Skin and subcutaneous diseases","Male","10 to 14",45.347996699333
"Skin and subcutaneous diseases","Male","15 to 19",94.223527879715
"Skin and subcutaneous diseases","Male","20 to 24",92.412275724411
"Skin and subcutaneous diseases","Male","25 to 29",150.51029406548
"Skin and subcutaneous diseases","Male","30 to 34",191.03963585854
"Skin and subcutaneous diseases","Male","35 to 39",228.10852665329
"Skin and subcutaneous diseases","Male","40 to 44",267.20857828331
"Skin and subcutaneous diseases","Male","45 to 49",690.48445150757
"Skin and subcutaneous diseases","Male","5 to 9",51.482573599339
"Skin and subcutaneous diseases","Male","50 to 54",450.88950636101
"Skin and subcutaneous diseases","Male","55 to 59",1074.6217895584
"Skin and subcutaneous diseases","Male","60 to 64",666.39579600525
"Skin and subcutaneous diseases","Male","65 to 69",616.96115234756
"Skin and subcutaneous diseases","Male","70 to 74",568.12272113037
"Skin and subcutaneous diseases","Male","75 to 79",721.63561266327
"Skin and subcutaneous diseases","Male","80 plus",1879.9743969421
"Skin and subcutaneous diseases","Male","Under 5",279.35658524966
"Stomach cancer","Female","15 to 19",58.292047358513
"Stomach cancer","Female","20 to 24",136.51659990692
"Stomach cancer","Female","25 to 29",242.09273432159
"Stomach cancer","Female","30 to 34",613.34262397385
"Stomach cancer","Female","35 to 39",1031.2862055855
